Section,XPath,Source_Code,Source_CodeSystem_OID,Source_Vocabulary,Source_DisplayName,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain_ID,OMOP_Vocabulary_ID,Is_Standard,Mapping_Status
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[16]/code[1],713-8,2.16.840.1.113883.6.1,LOINC,Eosinophils/100 leukocytes in Blood by Automated count,3010457,Eosinophils/100 leukocytes in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[17]/code[1],706-2,2.16.840.1.113883.6.1,LOINC,Basophils/100 leukocytes in Blood by Automated count,3013869,Basophils/100 leukocytes in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[18]/code[1],751-8,2.16.840.1.113883.6.1,LOINC,Neutrophils [#/volume] in Blood by Automated count,3013650,Neutrophils [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[19]/code[1],731-0,2.16.840.1.113883.6.1,LOINC,Lymphocytes [#/volume] in Blood by Automated count,3004327,Lymphocytes [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[20]/code[1],742-7,2.16.840.1.113883.6.1,LOINC,Monocytes [#/volume] in Blood by Automated count,3033575,Monocytes [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[21]/code[1],711-2,2.16.840.1.113883.6.1,LOINC,Eosinophils [#/volume] in Blood by Automated count,3028615,Eosinophils [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[22]/code[1],704-7,2.16.840.1.113883.6.1,LOINC,Basophils [#/volume] in Blood by Automated count,3013429,Basophils [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[2]/participant/participantRole/playingEntity/code[1],4180,ORION,,tramadol,0,,,,false,no_vocab
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[3]/participant/participantRole/playingEntity/code[1],268,ORION,,Opioids-Morphine & Related,0,,,,false,no_vocab
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[4]/participant/participantRole/playingEntity/code[1],NO_KNOWN_DRUG_A,ORION,,NKDA,0,,,,false,no_vocab
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[1]/value[1],55607006,2.16.840.1.113883.6.96,SNOMED,Problem,4206460,Problem,Observation,SNOMED,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[1]/value[1],55607006,2.16.840.1.113883.6.96,SNOMED,Problem,4206460,Problem,Observation,SNOMED,true,mapped
